Egypt	0.23348120476301656
Iraq	0.36643459142543056
Saudi_Arabia	0.4672897196261682
Algeria	0.552791597567717
Oman	0.6662225183211192
Syria	0.777000777000777
Libya	0.7776049766718507
Tunisia	1.1641443538998837
Morocco	1.1655011655011656
Lebanon	1.5527950310559007
United_Arab_Emirates	1.557632398753894
Yemen	2.331002331002331
Kuwait	2.331002331002331
Jordan	2.331002331002331
Palestine	2.336448598130841
Sudan	4.651162790697675
Qatar	4.651162790697675
Mauritania	4.651162790697675
Djibouti	4.651162790697675
Bahrain	4.651162790697675
Somalia	5.813953488372093
